fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label
7.9,0.18,0.4,1.8,62.0,7.0,20.0,9.941,3.28,0.7,11.1,4
6.4,0.36,0.21,2.2,47.0,26.0,48.0,99.661,3.47,0.77,9.7,5
7.1,0.69,0.04,2.1,68.0,19.0,27.0,99.712,3.44,0.67,9.8,5
6.4,0.79,0.04,2.2,61.0,11.0,17.0,99.588,3.53,0.65,10.4,5
6.4,0.56,0.15,1.8,78.0,17.0,65.0,99.294,3.33,0.6,10.5,5
6.9,0.84,0.21,4.1,74.0,16.0,65.0,99.842,3.53,0.72,923.333,5
6.9,0.84,0.21,4.1,74.0,16.0,65.0,99.842,3.53,0.72,9.25,5
6.1,0.32,0.25,2.3,71.0,23.0,58.0,99.633,3.42,0.97,10.6,5
6.5,0.53,0.06,2.0,63.0,29.0,44.0,99.489,3.38,0.83,10.3,5
7.4,0.47,0.46,2.2,114.0,7.0,20.0,99.647,3.32,0.63,10.5,5
6.6,0.7,0.08,2.6,106.0,14.0,27.0,99.665,3.44,0.58,10.2,5
6.5,0.53,0.06,2.0,63.0,29.0,44.0,99.489,3.38,0.83,10.3,5
6.9,0.48,0.2,1.9,82.0,9.0,23.0,99.585,3.39,0.43,9.05,5
6.1,0.32,0.25,2.3,71.0,23.0,58.0,99.633,3.42,0.97,10.6,5
6.8,0.48,0.25,2.0,76.0,29.0,61.0,9.953,3.34,0.6,10.4,4
6.0,0.42,0.19,2.0,75.0,22.0,47.0,99.522,3.39,0.78,10.0,5
6.7,0.48,0.08,2.1,64.0,18.0,34.0,99.552,3.33,0.64,9.7,5
6.8,0.47,0.08,2.2,64.0,18.0,38.0,99.553,3.3,0.65,9.6,5
7.1,0.53,0.07,1.7,71.0,15.0,24.0,9.951,3.29,0.66,10.8,4
7.9,0.29,0.49,2.2,96.0,21.0,59.0,99.714,3.31,0.67,10.1,5
7.1,0.69,0.08,2.1,63.0,42.0,52.0,99.608,3.42,0.6,10.2,5
6.6,0.44,0.09,2.2,63.0,9.0,18.0,99.444,3.42,0.69,11.3,5
6.1,705.0,0.1,2.8,81.0,13.0,28.0,99.631,3.6,0.66,10.2,2
7.2,0.53,0.13,2.0,58.0,18.0,22.0,99.573,3.21,0.68,9.9,5
8.0,0.39,0.3,1.9,74.0,32.0,84.0,99.717,3.39,0.61,9.0,5
6.6,0.56,0.14,2.4,64.0,13.0,29.0,99.397,3.42,0.62,11.7,5
7.0,0.55,0.13,2.2,75.0,15.0,35.0,9.959,3.36,0.59,9.7,4
6.1,0.53,0.08,1.9,77.0,24.0,45.0,99.528,3.6,0.68,10.3,5
5.4,0.58,0.08,1.9,59.0,20.0,31.0,99.484,3.5,0.64,10.2,5
6.2,0.64,0.09,2.5,81.0,15.0,26.0,99.538,3.57,0.63,12.0,5
7.2,0.39,0.32,1.8,65.0,34.0,60.0,99.714,3.46,0.78,9.9,5
6.2,0.52,0.08,4.4,71.0,11.0,32.0,99.646,3.56,0.63,11.6,5
7.4,0.25,0.29,2.2,54.0,19.0,49.0,99.666,3.4,0.76,10.9,5
6.7,855.0,0.02,1.9,64.0,29.0,38.0,99.472,3.3,0.56,10.75,2
11.1,0.44,0.42,2.2,64.0,14.0,19.0,99.758,3.25,0.57,10.4,5
8.4,0.37,0.43,2.3,63.0,12.0,19.0,9.955,3.17,0.81,11.2,4
6.5,0.63,0.33,1.8,59.0,16.0,28.0,99.531,3.36,0.64,10.1,5
7.0,0.57,0.02,2.0,72.0,17.0,26.0,99.575,3.36,0.61,10.2,5
6.3,0.6,0.1,1.6,48.0,12.0,26.0,99.306,3.55,0.51,12.1,5
11.2,0.4,0.5,2.0,99.0,19.0,50.0,99.783,3.1,0.58,10.4,5
7.4,0.36,0.3,1.8,74.0,17.0,24.0,99.419,3.24,0.7,11.4,5
7.1,0.68,0.0,2.3,87.0,17.0,26.0,99.783,3.45,0.53,9.5,5
7.1,0.67,0.0,2.3,83.0,18.0,27.0,99.768,3.44,0.54,9.4,5
6.3,0.68,0.01,3.7,103.0,32.0,54.0,99.586,3.51,0.66,11.3,5
7.3,735.0,0.0,2.2,0.08,18.0,28.0,99.765,3.41,0.6,9.4,2
6.6,855.0,0.02,2.4,62.0,15.0,23.0,99.627,3.54,0.6,11.0,2
7.0,0.56,0.17,1.7,65.0,15.0,24.0,99.514,3.44,0.68,10.55,5
6.6,0.88,0.04,2.2,66.0,12.0,20.0,99.636,3.53,0.56,9.9,5
6.6,855.0,0.02,2.4,62.0,15.0,23.0,99.627,3.54,0.6,11.0,2
6.9,0.63,0.33,6.7,235.0,66.0,115.0,99.787,3.22,0.56,9.5,3
7.8,0.6,0.26,2.0,0.08,31.0,131.0,99.622,3.21,0.52,9.9,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,99.622,3.21,0.52,9.9,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,99.622,3.21,0.52,9.9,5
7.2,695.0,0.13,2.0,76.0,12.0,20.0,99.546,3.29,0.54,10.1,2
7.2,695.0,0.13,2.0,76.0,12.0,20.0,99.546,3.29,0.54,10.1,2
7.2,695.0,0.13,2.0,76.0,12.0,20.0,99.546,3.29,0.54,10.1,2
6.7,0.67,0.02,1.9,61.0,26.0,42.0,99.489,3.39,0.82,10.9,5
6.7,0.16,0.64,2.1,59.0,24.0,52.0,99.494,3.34,0.71,11.2,5
7.2,695.0,0.13,2.0,76.0,12.0,20.0,99.546,3.29,0.54,10.1,2
7.0,0.56,0.13,1.6,77.0,25.0,42.0,99.629,3.34,0.59,9.2,5
6.2,0.51,0.14,1.9,56.0,15.0,34.0,99.396,3.48,0.57,11.5,5
6.4,0.36,0.53,2.2,0.23,19.0,35.0,9.934,3.37,0.93,12.4,4
6.4,0.38,0.14,2.2,38.0,15.0,25.0,99.514,3.44,0.65,11.1,5
7.3,0.69,0.32,2.2,69.0,35.0,104.0,99.632,3.33,0.51,9.5,5
6.0,0.58,0.2,2.4,75.0,15.0,50.0,99.467,3.58,0.67,12.5,5
5.6,0.31,0.78,13.9,74.0,23.0,92.0,99.677,3.39,0.48,10.5,5
7.5,0.52,0.4,2.2,0.06,12.0,20.0,99.474,3.26,0.64,11.8,5
8.0,0.3,0.63,1.6,81.0,16.0,29.0,99.588,3.3,0.78,10.8,5
6.2,0.7,0.15,5.1,76.0,13.0,27.0,99.622,3.54,0.6,11.9,5
6.8,0.67,0.15,1.8,118.0,13.0,20.0,9.954,3.42,0.67,11.3,4
6.2,0.56,0.09,1.7,53.0,24.0,32.0,99.402,3.54,0.6,11.3,5
7.4,0.35,0.33,2.4,68.0,9.0,26.0,9.947,3.36,0.6,11.9,4
6.2,0.56,0.09,1.7,53.0,24.0,32.0,99.402,3.54,0.6,11.3,5
6.1,715.0,0.1,2.6,53.0,13.0,27.0,99.362,3.57,0.5,11.9,2
6.2,0.46,0.29,2.1,74.0,32.0,98.0,99.578,3.33,0.62,9.8,5
6.7,0.32,0.44,2.4,61.0,24.0,34.0,99.484,3.29,0.8,11.6,5
7.2,0.39,0.44,2.6,66.0,22.0,48.0,99.494,3.3,0.84,11.5,5
7.5,0.31,0.41,2.4,65.0,34.0,60.0,99.492,3.34,0.85,11.4,5
5.8,0.61,0.11,1.8,66.0,18.0,28.0,99.483,3.55,0.66,10.9,5
7.2,0.66,0.33,2.5,68.0,34.0,102.0,99.414,3.27,0.78,12.8,5
6.6,725.0,0.2,7.8,73.0,29.0,79.0,9.977,3.29,0.54,9.2,2
6.3,0.55,0.15,1.8,77.0,26.0,35.0,99.314,3.32,0.82,11.6,5
5.4,0.74,0.09,1.7,89.0,16.0,26.0,99.402,3.67,0.56,11.6,5
6.3,0.51,0.13,2.3,76.0,29.0,40.0,99.574,3.42,0.75,11.0,5
6.8,0.62,0.08,1.9,68.0,28.0,38.0,99.651,3.42,0.82,9.5,5
6.2,0.6,0.08,2.0,0.09,32.0,44.0,9.949,3.45,0.58,10.5,4
5.9,0.55,0.1,2.2,62.0,39.0,51.0,99.512,3.52,0.76,11.2,5
6.3,0.51,0.13,2.3,76.0,29.0,40.0,99.574,3.42,0.75,11.0,5
5.9,645.0,0.12,2.0,75.0,32.0,44.0,99.547,3.57,0.71,10.2,2
6.0,0.31,0.47,3.6,67.0,18.0,42.0,99.549,3.39,0.66,11.0,5
